"","gene","Expression_Score","Biology_Score","Druggability_Score","Complement_Evidence","Innate_Sensing_Evidence","Myeloid_Receptor_Evidence","Lupus_Evidence","Known_Target","AI_Target_Score","Target_Class","GWAS_Evidence","Novelty_Score","AI_Target_Score_v2"
"1356","CMTM3",0.199493535641897,0,0,0,0,0,0,0,-0.20944772204967,"Other",0,0,-0.20944772204967
"1271","ACAP2",0.199350873557922,0,0,0,0,0,0,0,-0.209452095195829,"Other",0,0,-0.209452095195829
"1259","PBRM1",0.197953186469725,0,0,0,0,0,0,0,-0.209494939725721,"Other",0,0,-0.209494939725721
"1178","EIF3A",0.197245732199743,0,0,0,0,0,0,0,-0.209516625942809,"Other",0,0,-0.209516625942809
"1358","C14orf2",0.197069288953962,0,0,0,0,0,0,0,-0.209522034612591,"Other",0,0,-0.209522034612591
"663","YWHAB",0.196106978962965,0,0,0,0,0,0,0,-0.209551533145934,"Other",0,0,-0.209551533145934
"1465","POU2F1",0.195729671719924,0,0,0,0,0,0,0,-0.20956309907624,"Other",0,0,-0.20956309907624
"1180","FKBP5",0.194563416111139,0,0,0,0,0,0,0,-0.209598849333729,"Other",0,0,-0.209598849333729
"1359","MAP2K1",0.193856885099799,0,0,0,0,0,0,0,-0.20962050724936,"Other",0,0,-0.20962050724936
"1306","RAPGEF1",0.193790642319878,0,0,0,0,0,0,0,-0.209622537847473,"Other",0,0,-0.209622537847473
"1333","CCNK",0.193642994974636,0,0,0,0,0,0,0,-0.209627063811224,"Other",0,0,-0.209627063811224
"919","DAZAP2",0.193607321306529,0,0,0,0,0,0,0,-0.209628157347504,"Other",0,0,-0.209628157347504
"1290","DPP9",0.19336087815733,0,0,0,0,0,0,0,-0.209635711785806,"Other",0,0,-0.209635711785806
"605","MT-ND3",0.192153810387303,0,0,0,0,0,0,0,-0.209672713094318,"Other",0,0,-0.209672713094318
"1003","HSP90AB1",0.191197219029024,0,0,0,0,0,0,0,-0.209702036329389,"Other",0,0,-0.209702036329389
"1402","TOB2",0.191030025002957,0,0,0,0,0,0,0,-0.209707161474715,"Other",0,0,-0.209707161474715
"741","ARHGDIB",0.190631073127872,0,0,0,0,0,0,0,-0.209719390896938,"Other",0,0,-0.209719390896938
"1434","SAMD4B",0.190573982055454,0,0,0,0,0,0,0,-0.209721140959724,"Other",0,0,-0.209721140959724
"1370","IQSEC1",0.189899548987371,0,0,0,0,0,0,0,-0.209741814948908,"Other",0,0,-0.209741814948908
"1378","GAK",0.189682559671193,0,0,0,0,0,0,0,-0.209748466512997,"Other",0,0,-0.209748466512997
"1427","ITPR2",0.185080938839757,0,0,0,0,0,0,0,-0.209889524037908,"Other",0,0,-0.209889524037908
"1400","PPIP5K2",0.182445627289031,0,0,0,0,0,0,0,-0.209970306557444,"Other",0,0,-0.209970306557444
"1205","RAB7A",0.182089799449435,0,0,0,0,0,0,0,-0.209981214060731,"Other",0,0,-0.209981214060731
"1372","ABHD3",0.181197817743964,0,0,0,0,0,0,0,-0.210008556759369,"Other",0,0,-0.210008556759369
"1165","PEPD",0.180352448138838,0,0,0,0,0,0,0,-0.210034470616356,"Other",0,0,-0.210034470616356
"1343","XRN2",0.180240530612919,0,0,0,0,0,0,0,-0.210037901322574,"Other",0,0,-0.210037901322574
"1415","MEF2D",0.1790401045026,0,0,0,0,0,0,0,-0.210074699038458,"Other",0,0,-0.210074699038458
"1353","RABGAP1L",0.178298211574165,0,0,0,0,0,0,0,-0.210097440933991,"Other",0,0,-0.210097440933991
"1376","RFTN1",0.177906997141711,0,0,0,0,0,0,0,-0.21010943317359,"Other",0,0,-0.21010943317359
"1416","DAP",0.177289774593014,0,0,0,0,0,0,0,-0.210128353438476,"Other",0,0,-0.210128353438476
"1399","RAB5A",0.177273895370214,0,0,0,0,0,0,0,-0.210128840198239,"Other",0,0,-0.210128840198239
"1404","USMG5",0.176482902828351,0,0,0,0,0,0,0,-0.210153087187347,"Other",0,0,-0.210153087187347
"1408","PSMD4",0.176388440948201,0,0,0,0,0,0,0,-0.210155982810324,"Other",0,0,-0.210155982810324
"1365","ARF6",0.176311877077348,0,0,0,0,0,0,0,-0.210158329789903,"Other",0,0,-0.210158329789903
"1332","BAZ2A",0.176240003810741,0,0,0,0,0,0,0,-0.21016053298427,"Other",0,0,-0.21016053298427
"1328","PRKAR2A",0.176202481108979,0,0,0,0,0,0,0,-0.210161683200603,"Other",0,0,-0.210161683200603
"1342","CDK6",0.174880805126207,0,0,0,0,0,0,0,-0.210202197695319,"Other",0,0,-0.210202197695319
"1393","PHACTR4",0.171457573360556,0,0,0,0,0,0,0,-0.210307133025227,"Other",0,0,-0.210307133025227
"1429","KCTD20",0.171203597368409,0,0,0,0,0,0,0,-0.210314918374379,"Other",0,0,-0.210314918374379
"1339","PIAS1",0.17090546777752,0,0,0,0,0,0,0,-0.210324057202574,"Other",0,0,-0.210324057202574
"1324","ARHGAP26",0.170822613351978,0,0,0,0,0,0,0,-0.21032659701205,"Other",0,0,-0.21032659701205
"1279","HNRNPM",0.170482970604318,0,0,0,0,0,0,0,-0.2103370083795,"Other",0,0,-0.2103370083795
"1231","RPN2",0.168551316665081,0,0,0,0,0,0,0,-0.210396221064254,"Other",0,0,-0.210396221064254
