"","gene","Expression_Score","Biology_Score","Druggability_Score","Complement_Evidence","Innate_Sensing_Evidence","Myeloid_Receptor_Evidence","Lupus_Evidence","Known_Target","AI_Target_Score","Target_Class","GWAS_Evidence","Novelty_Score","AI_Target_Score_v2"
"770","RAB5C",1.34551920365406,0,0,0,0,0,0,0,-0.174317590703512,"Other",0,0,-0.174317590703512
"534","PLEC",1.33769481216083,0,0,0,0,0,0,0,-0.17455743864805,"Other",0,0,-0.17455743864805
"418","WASF2",1.33628369604854,0,0,0,0,0,0,0,-0.174600694829611,"Other",0,0,-0.174600694829611
"637","FERMT3",1.32204816812308,0,0,0,0,0,0,0,-0.175037068970053,"Other",0,0,-0.175037068970053
"821","PPM1M",1.32095472477733,0,0,0,0,0,0,0,-0.175070587249293,"Other",0,0,-0.175070587249293
"732","ACSL4",1.31863616839576,0,0,0,0,0,0,0,-0.175141659994425,"Other",0,0,-0.175141659994425
"378","RAC1",1.31615861591702,0,0,0,0,0,0,0,-0.175217606586569,"Other",0,0,-0.175217606586569
"699","CREBL2",1.30830406667883,0,0,0,0,0,0,0,-0.175458378982951,"Other",0,0,-0.175458378982951
"527","LAPTM4A",1.30773461876661,0,0,0,0,0,0,0,-0.175475834769946,"Other",0,0,-0.175475834769946
"784","AKIRIN2",1.30717762337107,0,0,0,0,0,0,0,-0.17549290883901,"Other",0,0,-0.17549290883901
"822","NFE2L1",1.30341467271941,0,0,0,0,0,0,0,-0.175608257870302,"Other",0,0,-0.175608257870302
"431","LYST",1.301430981776,0,0,0,0,0,0,0,-0.17566906569105,"Other",0,0,-0.17566906569105
"777","HEXB",1.30100006356117,0,0,0,0,0,0,0,-0.17568227500556,"Other",0,0,-0.17568227500556
"66","FTH1",1.29571427527289,0,0,0,0,0,0,0,-0.175844304916424,"Other",0,0,-0.175844304916424
"565","RBX1",1.29337001718161,0,0,0,0,0,0,0,-0.175916165518638,"Other",0,0,-0.175916165518638
"750","MKNK1",1.28962012849061,0,0,0,0,0,0,0,-0.176031114150178,"Other",0,0,-0.176031114150178
"604","TUBA1A",1.28329084124527,0,0,0,0,0,0,0,-0.176225131351069,"Other",0,0,-0.176225131351069
"499","REL",1.28236404423837,0,0,0,0,0,0,0,-0.176253541273719,"Other",0,0,-0.176253541273719
"389","PLEK",1.27889185877805,0,0,0,0,0,0,0,-0.176359977224226,"Other",0,0,-0.176359977224226
"661","SNX2",1.27578712480152,0,0,0,0,0,0,0,-0.176455149361669,"Other",0,0,-0.176455149361669
"480","UBE2R2",1.27401980314182,0,0,0,0,0,0,0,-0.176509324624728,"Other",0,0,-0.176509324624728
"729","GPR155",1.27182520844602,0,0,0,0,0,0,0,-0.176576597463432,"Other",0,0,-0.176576597463432
"538","OS9",1.27051627558464,0,0,0,0,0,0,0,-0.176616721332056,"Other",0,0,-0.176616721332056
"291","GRB2",1.26722065076741,0,0,0,0,0,0,0,-0.176717745014098,"Other",0,0,-0.176717745014098
"232","RTN4",1.26652328933771,0,0,0,0,0,0,0,-0.176739121846489,"Other",0,0,-0.176739121846489
"597","LAMP2",1.26402702068103,0,0,0,0,0,0,0,-0.176815642162074,"Other",0,0,-0.176815642162074
"751","ALDH2",1.2595159715144,0,0,0,0,0,0,0,-0.176953923314195,"Other",0,0,-0.176953923314195
"683","SHKBP1",1.24940944841866,0,0,0,0,0,0,0,-0.177263727443122,"Other",0,0,-0.177263727443122
"896","VAMP5",1.24752650991357,0,0,0,0,0,0,0,-0.177321446810887,"Other",0,0,-0.177321446810887
"503","RNF149",1.24450367364122,0,0,0,0,0,0,0,-0.177414108466075,"Other",0,0,-0.177414108466075
"863","RNU4ATAC",1.2308618945274,0,0,0,0,0,0,0,-0.177832281902709,"Other",0,0,-0.177832281902709
"742","TCF12",1.22969847894817,0,0,0,0,0,0,0,-0.177867945102277,"Other",0,0,-0.177867945102277
"755","MLX",1.22743002095008,0,0,0,0,0,0,0,-0.17793748213766,"Other",0,0,-0.17793748213766
"560","HLA-DQB1",1.22437139529342,0,0,0,0,0,0,0,-0.178031240876279,"Other",0,0,-0.178031240876279
"779","SCLT1",1.22330530151094,0,0,0,0,0,0,0,-0.178063920785334,"Other",0,0,-0.178063920785334
"708","CD300A",1.22121532870907,0,0,0,0,0,0,0,-0.178127986557235,"Other",0,0,-0.178127986557235
"764","RUFY3",1.21954928087588,0,0,0,0,0,0,0,-0.178179057384741,"Other",0,0,-0.178179057384741
"563","DICER1",1.2148103514245,0,0,0,0,0,0,0,-0.178324323951376,"Other",0,0,-0.178324323951376
"306","TUBA1B",1.21290845640178,0,0,0,0,0,0,0,-0.178382624409926,"Other",0,0,-0.178382624409926
"717","CMTM7",1.21036107472414,0,0,0,0,0,0,0,-0.178460711537834,"Other",0,0,-0.178460711537834
"840","CNIH4",1.20373709503541,0,0,0,0,0,0,0,-0.178663762205017,"Other",0,0,-0.178663762205017
"399","OAS1",1.20179755153555,0,0,0,0,0,0,0,-0.178723216735403,"Other",0,0,-0.178723216735403
"801","PSMB3",1.2004450281571,0,0,0,0,0,0,0,-0.178764676822432,"Other",0,0,-0.178764676822432
"769","AMICA1",1.19523070123275,0,0,0,0,0,0,0,-0.178924516165344,"Other",0,0,-0.178924516165344
"662","VAV1",1.19337858512197,0,0,0,0,0,0,0,-0.178981290707185,"Other",0,0,-0.178981290707185
"873","LRCH4",1.18815449193025,0,0,0,0,0,0,0,-0.179141429424067,"Other",0,0,-0.179141429424067
"805","GALC",1.18375793026573,0,0,0,0,0,0,0,-0.179276201090233,"Other",0,0,-0.179276201090233
"681","PPP1R9B",1.1833667311727,0,0,0,0,0,0,0,-0.179288192859618,"Other",0,0,-0.179288192859618
"781","ABR",1.18049349414844,0,0,0,0,0,0,0,-0.179376268717662,"Other",0,0,-0.179376268717662
"649","RYBP",1.1801103286938,0,0,0,0,0,0,0,-0.179388014224874,"Other",0,0,-0.179388014224874
"670","ADAM17",1.17843970375208,0,0,0,0,0,0,0,-0.179439225358509,"Other",0,0,-0.179439225358509
"809","CHST2",1.17749057862576,0,0,0,0,0,0,0,-0.179468319724614,"Other",0,0,-0.179468319724614
"816","AP2A2",1.1670815188077,0,0,0,0,0,0,0,-0.179787397777406,"Other",0,0,-0.179787397777406
"701","HLA-DMA",1.16247281339423,0,0,0,0,0,0,0,-0.179928672472232,"Other",0,0,-0.179928672472232
"865","STRN4",1.1595895275473,0,0,0,0,0,0,0,-0.180017056365663,"Other",0,0,-0.180017056365663
"874","QSER1",1.15654211007539,0,0,0,0,0,0,0,-0.18011047152995,"Other",0,0,-0.18011047152995
"365","ARPC5",1.14336307266427,0,0,0,0,0,0,0,-0.180514460138749,"Other",0,0,-0.180514460138749
"646","PLSCR1",1.14321728781441,0,0,0,0,0,0,0,-0.180518929009794,"Other",0,0,-0.180518929009794
"426","CSK",1.13907559447603,0,0,0,0,0,0,0,-0.180645887973309,"Other",0,0,-0.180645887973309
"803","LAMTOR4",1.13524130462957,0,0,0,0,0,0,0,-0.180763423827597,"Other",0,0,-0.180763423827597
"812","TRAK1",1.13184964496794,0,0,0,0,0,0,0,-0.180867391350071,"Other",0,0,-0.180867391350071
"823","PRELID1",1.13087930650941,0,0,0,0,0,0,0,-0.18089713598708,"Other",0,0,-0.18089713598708
"837","MICU1",1.12947910792756,0,0,0,0,0,0,0,-0.180940057503992,"Other",0,0,-0.180940057503992
"715","BNIP3L",1.12890834966503,0,0,0,0,0,0,0,-0.180957553458305,"Other",0,0,-0.180957553458305
"424","MBD2",1.12693824431149,0,0,0,0,0,0,0,-0.181017944828034,"Other",0,0,-0.181017944828034
"819","LAMTOR3",1.12219621708634,0,0,0,0,0,0,0,-0.181163306353449,"Other",0,0,-0.181163306353449
"517","GLIPR1",1.11899046694883,0,0,0,0,0,0,0,-0.181261575027997,"Other",0,0,-0.181261575027997
"521","ALDOA",1.11731064109509,0,0,0,0,0,0,0,-0.181313068205268,"Other",0,0,-0.181313068205268
"743","AOAH",1.11603781710234,0,0,0,0,0,0,0,-0.181352085197028,"Other",0,0,-0.181352085197028
"422","ADRBK1",1.11546990341795,0,0,0,0,0,0,0,-0.18136949395399,"Other",0,0,-0.18136949395399
"665","IL17RA",1.10973837088995,0,0,0,0,0,0,0,-0.181545187654527,"Other",0,0,-0.181545187654527
"864","CEBPG",1.10883661566031,0,0,0,0,0,0,0,-0.181572829949585,"Other",0,0,-0.181572829949585
"884","DNAJB12",1.10523989336828,0,0,0,0,0,0,0,-0.181683083436973,"Other",0,0,-0.181683083436973
"484","GNG5",1.10476366946961,0,0,0,0,0,0,0,-0.181697681546402,"Other",0,0,-0.181697681546402
"783","DENND3",1.09275878710557,0,0,0,0,0,0,0,-0.182065677749293,"Other",0,0,-0.182065677749293
"843","GSR",1.09009872381774,0,0,0,0,0,0,0,-0.182147219005566,"Other",0,0,-0.182147219005566
"571","NCKAP1L",1.08917572159919,0,0,0,0,0,0,0,-0.182175512603236,"Other",0,0,-0.182175512603236
"497","ATP2B1",1.07710597984651,0,0,0,0,0,0,0,-0.182545496997933,"Other",0,0,-0.182545496997933
"797","MMP24-AS1",1.07443866116331,0,0,0,0,0,0,0,-0.182627260660212,"Other",0,0,-0.182627260660212
"747","CHCHD10",1.07360660030955,0,0,0,0,0,0,0,-0.182652766552354,"Other",0,0,-0.182652766552354
"910","GCLC",1.07264719711038,0,0,0,0,0,0,0,-0.182682175981254,"Other",0,0,-0.182682175981254
"703","BICD2",1.0647108898407,0,0,0,0,0,0,0,-0.182925454578383,"Other",0,0,-0.182925454578383
"871","NDUFV3",1.06275475723017,0,0,0,0,0,0,0,-0.182985417629348,"Other",0,0,-0.182985417629348
"839","WAC-AS1",1.06123218400402,0,0,0,0,0,0,0,-0.183032090403712,"Other",0,0,-0.183032090403712
"578","VPS35",1.05956623961708,0,0,0,0,0,0,0,-0.18308315806019,"Other",0,0,-0.18308315806019
"895","AGO4",1.05944328484121,0,0,0,0,0,0,0,-0.183086927100925,"Other",0,0,-0.183086927100925
"754","SPTLC2",1.05928903237521,0,0,0,0,0,0,0,-0.183091655537244,"Other",0,0,-0.183091655537244
"900","RFX1",1.05552817325157,0,0,0,0,0,0,0,-0.183206940455091,"Other",0,0,-0.183206940455091
"829","PSMC4",1.05102153152613,0,0,0,0,0,0,0,-0.183345086502046,"Other",0,0,-0.183345086502046
"861","LAP3",1.04961368486882,0,0,0,0,0,0,0,-0.183388242462132,"Other",0,0,-0.183388242462132
"749","STAT2",1.04828552490869,0,0,0,0,0,0,0,-0.183428955715902,"Other",0,0,-0.183428955715902
"583","IL10RA",1.04762692402882,0,0,0,0,0,0,0,-0.183449144387116,"Other",0,0,-0.183449144387116
"791","MGST3",1.04115932725553,0,0,0,0,0,0,0,-0.183647401311443,"Other",0,0,-0.183647401311443
"639","ZCCHC6",1.03993675471725,0,0,0,0,0,0,0,-0.183684877901234,"Other",0,0,-0.183684877901234
"857","SLC11A2",1.03946210466732,0,0,0,0,0,0,0,-0.183699427766095,"Other",0,0,-0.183699427766095
"303","LY6E",1.03853786078202,0,0,0,0,0,0,0,-0.183727759425667,"Other",0,0,-0.183727759425667
"292","S100A4",1.03815658521306,0,0,0,0,0,0,0,-0.183739447000553,"Other",0,0,-0.183739447000553
"600","ARPC4",1.03225736040471,0,0,0,0,0,0,0,-0.183920281119843,"Other",0,0,-0.183920281119843
"634","MYO9B",1.02941279385721,0,0,0,0,0,0,0,-0.184007478116582,"Other",0,0,-0.184007478116582
"557","BST2",1.02793332196264,0,0,0,0,0,0,0,-0.184052829667974,"Other",0,0,-0.184052829667974
"709","RPS27L",1.02584095406698,0,0,0,0,0,0,0,-0.184116968858788,"Other",0,0,-0.184116968858788
"918","BAX",1.01796199836248,0,0,0,0,0,0,0,-0.184358489408018,"Other",0,0,-0.184358489408018
"659","KIAA1033",1.01314456596865,0,0,0,0,0,0,0,-0.184506162394296,"Other",0,0,-0.184506162394296
"349","EMP3",1.00882487890681,0,0,0,0,0,0,0,-0.184638577555746,"Other",0,0,-0.184638577555746
"720","RAB8A",1.0064132188563,0,0,0,0,0,0,0,-0.184712504289415,"Other",0,0,-0.184712504289415
"555","NCOA4",1.00488002593621,0,0,0,0,0,0,0,-0.184759502598585,"Other",0,0,-0.184759502598585
"790","GNPTG",1.00411245424207,0,0,0,0,0,0,0,-0.184783031647877,"Other",0,0,-0.184783031647877
"644","PSMA4",1.00323607210209,0,0,0,0,0,0,0,-0.184809896159333,"Other",0,0,-0.184809896159333
"807","FAM89B",1.00008328731942,0,0,0,0,0,0,0,-0.18490654124034,"Other",0,0,-0.18490654124034
"885","ME2",0.998742322481007,0,0,0,0,0,0,0,-0.18494764701329,"Other",0,0,-0.18494764701329
"771","ENY2",0.993277132408112,0,0,0,0,0,0,0,-0.185115176284624,"Other",0,0,-0.185115176284624
"726","HOOK3",0.991064479540782,0,0,0,0,0,0,0,-0.185183002676321,"Other",0,0,-0.185183002676321
"420","HLA-DPB1",0.989241137786579,0,0,0,0,0,0,0,-0.185238895172538,"Other",0,0,-0.185238895172538
"775","CBL",0.989190647574405,0,0,0,0,0,0,0,-0.185240442893357,"Other",0,0,-0.185240442893357
"813","DYNC1I2",0.988275522765779,0,0,0,0,0,0,0,-0.185268495017862,"Other",0,0,-0.185268495017862
"847","IFI35",0.984526402155461,0,0,0,0,0,0,0,-0.185383420104751,"Other",0,0,-0.185383420104751
"640","DRAP1",0.970139673940945,0,0,0,0,0,0,0,-0.185824429120451,"Other",0,0,-0.185824429120451
"808","ARHGAP1",0.956929875769242,0,0,0,0,0,0,0,-0.186229360665862,"Other",0,0,-0.186229360665862
"713","TLE4",0.953173640414914,0,0,0,0,0,0,0,-0.186344503847247,"Other",0,0,-0.186344503847247
"888","DIP2B",0.945347842886438,0,0,0,0,0,0,0,-0.186584394892219,"Other",0,0,-0.186584394892219
"623","HIGD2A",0.944583133113082,0,0,0,0,0,0,0,-0.18660783621254,"Other",0,0,-0.18660783621254
"833","SP1",0.935438171155368,0,0,0,0,0,0,0,-0.186888164763372,"Other",0,0,-0.186888164763372
"841","PARVG",0.930321910168494,0,0,0,0,0,0,0,-0.187044998004971,"Other",0,0,-0.187044998004971
"674","IFIT1",0.928517992268945,0,0,0,0,0,0,0,-0.187100295084711,"Other",0,0,-0.187100295084711
"899","SLFN11",0.92844374627168,0,0,0,0,0,0,0,-0.187102571012475,"Other",0,0,-0.187102571012475
"832","ANKRD13D",0.92756030141804,0,0,0,0,0,0,0,-0.187129652023496,"Other",0,0,-0.187129652023496
"718","UBE2J1",0.927424833376997,0,0,0,0,0,0,0,-0.187133804644338,"Other",0,0,-0.187133804644338
"782","AGPAT3",0.925259488952151,0,0,0,0,0,0,0,-0.187200180848797,"Other",0,0,-0.187200180848797
"381","DUSP1",0.924199787603368,0,0,0,0,0,0,0,-0.187232664804968,"Other",0,0,-0.187232664804968
"836","NUCB1",0.919990837623108,0,0,0,0,0,0,0,-0.187361685445398,"Other",0,0,-0.187361685445398
"799","TMEM179B",0.915897412643928,0,0,0,0,0,0,0,-0.187487164796505,"Other",0,0,-0.187487164796505
"826","TWF2",0.91386005081955,0,0,0,0,0,0,0,-0.187549617837905,"Other",0,0,-0.187549617837905
"830","WBP1L",0.911976568473865,0,0,0,0,0,0,0,-0.187607353876494,"Other",0,0,-0.187607353876494
"768","HK1",0.911178005551477,0,0,0,0,0,0,0,-0.187631832927125,"Other",0,0,-0.187631832927125
"838","SEC14L1",0.905329993068244,0,0,0,0,0,0,0,-0.187811097190033,"Other",0,0,-0.187811097190033
"590","MAP3K1",0.905052855833603,0,0,0,0,0,0,0,-0.187819592521093,"Other",0,0,-0.187819592521093
"562","S100A10",0.90440161714792,0,0,0,0,0,0,0,-0.187839555512503,"Other",0,0,-0.187839555512503
"630","ATP6AP2",0.903248534802839,0,0,0,0,0,0,0,-0.187874901958369,"Other",0,0,-0.187874901958369
"892","DNAJC5",0.901367551245153,0,0,0,0,0,0,0,-0.187932561399415,"Other",0,0,-0.187932561399415
"206","ARPC1B",0.897041478941724,0,0,0,0,0,0,0,-0.188065172293284,"Other",0,0,-0.188065172293284
"546","MYO1F",0.889616220531709,0,0,0,0,0,0,0,-0.188292785260868,"Other",0,0,-0.188292785260868
"300","S100A6",0.88958201415941,0,0,0,0,0,0,0,-0.188293833818841,"Other",0,0,-0.188293833818841
"647","GPX4",0.888568631955786,0,0,0,0,0,0,0,-0.188324897913574,"Other",0,0,-0.188324897913574
"881","SFMBT2",0.888080859021856,0,0,0,0,0,0,0,-0.188339850045724,"Other",0,0,-0.188339850045724
"914","SERPINB6",0.886032667881862,0,0,0,0,0,0,0,-0.188402635047647,"Other",0,0,-0.188402635047647
"756","KDELR1",0.8857013754805,0,0,0,0,0,0,0,-0.188412790444597,"Other",0,0,-0.188412790444597
"927","MTRNR2L12",0.8855261713935,0,0,0,0,0,0,0,-0.188418161129356,"Other",0,0,-0.188418161129356
"944","DLD",0.884537261351372,0,0,0,0,0,0,0,-0.188448475057429,"Other",0,0,-0.188448475057429
"786","SUMO3",0.883837713413386,0,0,0,0,0,0,0,-0.188469918914779,"Other",0,0,-0.188469918914779
"354","ARPC3",0.879547958587784,0,0,0,0,0,0,0,-0.188601416537103,"Other",0,0,-0.188601416537103
"635","GBP2",0.879105098848953,0,0,0,0,0,0,0,-0.188614991905638,"Other",0,0,-0.188614991905638
"898","PPFIA1",0.877189596807374,0,0,0,0,0,0,0,-0.188673709472087,"Other",0,0,-0.188673709472087
"875","TXN2",0.876275258449599,0,0,0,0,0,0,0,-0.188701737488824,"Other",0,0,-0.188701737488824
"218","ITGB2",0.872430748378393,0,0,0,0,0,0,0,-0.188819586632637,"Other",0,0,-0.188819586632637
"856","EGR1",0.862208380802386,0,0,0,0,0,0,0,-0.189132941844163,"Other",0,0,-0.189132941844163
"915","CHP1",0.862098135837683,0,0,0,0,0,0,0,-0.189136321279893,"Other",0,0,-0.189136321279893
"655","TSPAN14",0.860064646568443,0,0,0,0,0,0,0,-0.189198655612459,"Other",0,0,-0.189198655612459
"981","DLGAP4",0.859884210234721,0,0,0,0,0,0,0,-0.189204186685873,"Other",0,0,-0.189204186685873
"974","RAP2C",0.859394977456036,0,0,0,0,0,0,0,-0.189219183567927,"Other",0,0,-0.189219183567927
"917","SSH1",0.859260895300951,0,0,0,0,0,0,0,-0.18922329370599,"Other",0,0,-0.18922329370599
"311","EVI2B",0.859149135836238,0,0,0,0,0,0,0,-0.189226719567019,"Other",0,0,-0.189226719567019
"844","ARL8B",0.856590193106328,0,0,0,0,0,0,0,-0.189305161086016,"Other",0,0,-0.189305161086016
"887","NUP214",0.855031319587941,0,0,0,0,0,0,0,-0.189352946605121,"Other",0,0,-0.189352946605121
"868","TMEM33",0.853480617631627,0,0,0,0,0,0,0,-0.189400481634156,"Other",0,0,-0.189400481634156
"859","CHMP1B",0.850062789791693,0,0,0,0,0,0,0,-0.189505251312783,"Other",0,0,-0.189505251312783
"930","SIPA1L1",0.849779687710703,0,0,0,0,0,0,0,-0.189513929489517,"Other",0,0,-0.189513929489517
"746","GBP1",0.848596493698945,0,0,0,0,0,0,0,-0.189550198974749,"Other",0,0,-0.189550198974749
"999","TRAPPC3",0.848324316728698,0,0,0,0,0,0,0,-0.189558542254469,"Other",0,0,-0.189558542254469
"666","CX3CR1",0.845048011713011,0,0,0,0,0,0,0,-0.189658973709665,"Other",0,0,-0.189658973709665
"947","TNF",0.844013154224397,0,0,0,0,0,0,0,-0.18969069610517,"Other",0,0,-0.18969069610517
"548","SH3BGRL",0.84330863023908,0,0,0,0,0,0,0,-0.18971229249767,"Other",0,0,-0.18971229249767
"846","SNAP23",0.842864808669776,0,0,0,0,0,0,0,-0.189725897350038,"Other",0,0,-0.189725897350038
"767","CALR",0.842786714839197,0,0,0,0,0,0,0,-0.189728291228816,"Other",0,0,-0.189728291228816
"961","PGLS",0.842201350715751,0,0,0,0,0,0,0,-0.189746234909412,"Other",0,0,-0.189746234909412
"787","VPS29",0.841457450037899,0,0,0,0,0,0,0,-0.189769038350252,"Other",0,0,-0.189769038350252
"882","BMP2K",0.839720262930948,0,0,0,0,0,0,0,-0.189822289872398,"Other",0,0,-0.189822289872398
"908","RPN1",0.834290021599528,0,0,0,0,0,0,0,-0.189988747829265,"Other",0,0,-0.189988747829265
"700","SCAMP2",0.830545805437126,0,0,0,0,0,0,0,-0.190103522575804,"Other",0,0,-0.190103522575804
"535","WAS",0.826828979827225,0,0,0,0,0,0,0,-0.190217457695681,"Other",0,0,-0.190217457695681
"937","ERGIC1",0.826149935438288,0,0,0,0,0,0,0,-0.190238273039734,"Other",0,0,-0.190238273039734
"511","KLF2",0.825927122294312,0,0,0,0,0,0,0,-0.190245103126731,"Other",0,0,-0.190245103126731
"476","ZFP36",0.825847001562224,0,0,0,0,0,0,0,-0.190247559137901,"Other",0,0,-0.190247559137901
"902","RASA1",0.816699391388824,0,0,0,0,0,0,0,-0.190527968866814,"Other",0,0,-0.190527968866814
"727","NAPA",0.815876288313271,0,0,0,0,0,0,0,-0.190553200168314,"Other",0,0,-0.190553200168314
"632","MIDN",0.814160699124111,0,0,0,0,0,0,0,-0.190605789630516,"Other",0,0,-0.190605789630516
"924","SUPT4H1",0.811523616076407,0,0,0,0,0,0,0,-0.190686626453305,"Other",0,0,-0.190686626453305
"765","USF2",0.809562992803857,0,0,0,0,0,0,0,-0.190746727160477,"Other",0,0,-0.190746727160477
"1014","CTBS",0.805036281398784,0,0,0,0,0,0,0,-0.190885488420949,"Other",0,0,-0.190885488420949
"793","AKR1A1",0.803297616389152,0,0,0,0,0,0,0,-0.190938785246544,"Other",0,0,-0.190938785246544
"820","SSR3",0.797700881725815,0,0,0,0,0,0,0,-0.191110346869744,"Other",0,0,-0.191110346869744
"435","ZBTB7A",0.792664903703435,0,0,0,0,0,0,0,-0.19126471912712,"Other",0,0,-0.19126471912712
"140","GNAI2",0.789081166965714,0,0,0,0,0,0,0,-0.191374574556907,"Other",0,0,-0.191374574556907
"421","CAPNS1",0.787644121118663,0,0,0,0,0,0,0,-0.191418625585402,"Other",0,0,-0.191418625585402
"907","EIF4E2",0.786358504427041,0,0,0,0,0,0,0,-0.191458034722996,"Other",0,0,-0.191458034722996
"960","HPS5",0.782565938726426,0,0,0,0,0,0,0,-0.191574291570396,"Other",0,0,-0.191574291570396
"1005","HIATL1",0.78237289427983,0,0,0,0,0,0,0,-0.191580209131366,"Other",0,0,-0.191580209131366
"878","ETV6",0.781406485433937,0,0,0,0,0,0,0,-0.191609833310508,"Other",0,0,-0.191609833310508
"722","STX7",0.778488881345451,0,0,0,0,0,0,0,-0.191699269191139,"Other",0,0,-0.191699269191139
"893","FOXO3",0.77419158660611,0,0,0,0,0,0,0,-0.191830997941062,"Other",0,0,-0.191830997941062
"897","ATP6V1F",0.77349391092554,0,0,0,0,0,0,0,-0.191852384406461,"Other",0,0,-0.191852384406461
"941","NBEAL2",0.77077698618019,0,0,0,0,0,0,0,-0.191935668686932,"Other",0,0,-0.191935668686932
"489","MTPN",0.766723648924437,0,0,0,0,0,0,0,-0.192059919193844,"Other",0,0,-0.192059919193844
"987","TUBGCP2",0.766501594855306,0,0,0,0,0,0,0,-0.192066726012253,"Other",0,0,-0.192066726012253
"158","NEAT1",0.765177888780769,0,0,0,0,0,0,0,-0.192107302737156,"Other",0,0,-0.192107302737156
"1067","CSRP1",0.758846741611458,0,0,0,0,0,0,0,-0.192301376951929,"Other",0,0,-0.192301376951929
"905","CTDNEP1",0.757909753194741,0,0,0,0,0,0,0,-0.192330099280816,"Other",0,0,-0.192330099280816
"835","ATF6",0.75643831737281,0,0,0,0,0,0,0,-0.192375204495415,"Other",0,0,-0.192375204495415
"952","TMEM14C",0.753161156005372,0,0,0,0,0,0,0,-0.192475662201114,"Other",0,0,-0.192475662201114
"950","SLC3A2",0.752199796636108,0,0,0,0,0,0,0,-0.192505131594214,"Other",0,0,-0.192505131594214
"959","SAMD8",0.75104810323283,0,0,0,0,0,0,0,-0.192540435463627,"Other",0,0,-0.192540435463627
"383","CAPZB",0.750657296912365,0,0,0,0,0,0,0,-0.19255241519301,"Other",0,0,-0.19255241519301
"880","HSD17B11",0.749828242914347,0,0,0,0,0,0,0,-0.192577828913363,"Other",0,0,-0.192577828913363
"853","HN1",0.748239825678436,0,0,0,0,0,0,0,-0.192626520061988,"Other",0,0,-0.192626520061988
"1038","MICAL1",0.742272129061067,0,0,0,0,0,0,0,-0.192809453107778,"Other",0,0,-0.192809453107778
"711","NUDT3",0.741171901276454,0,0,0,0,0,0,0,-0.19284317935638,"Other",0,0,-0.19284317935638
"903","TBC1D1",0.741109573248621,0,0,0,0,0,0,0,-0.192845089952159,"Other",0,0,-0.192845089952159
"778","POMP",0.738542850673236,0,0,0,0,0,0,0,-0.192923769953593,"Other",0,0,-0.192923769953593
"1009","STIP1",0.738408780425932,0,0,0,0,0,0,0,-0.192927879726637,"Other",0,0,-0.192927879726637
"964","ANXA4",0.736771060943856,0,0,0,0,0,0,0,-0.192978082180316,"Other",0,0,-0.192978082180316
"275","RHOA",0.735817023097615,0,0,0,0,0,0,0,-0.19300732714034,"Other",0,0,-0.19300732714034
"528","UCP2",0.7355029148525,0,0,0,0,0,0,0,-0.193016955776256,"Other",0,0,-0.193016955776256
"946","FLII",0.732991223991149,0,0,0,0,0,0,0,-0.193093948842226,"Other",0,0,-0.193093948842226
"928","UBE2Z",0.731667954871631,0,0,0,0,0,0,0,-0.193134512172762,"Other",0,0,-0.193134512172762
"938","TMEM219",0.73122160393744,0,0,0,0,0,0,0,-0.193148194559974,"Other",0,0,-0.193148194559974
"1042","WWP2",0.724814366958156,0,0,0,0,0,0,0,-0.193344601222522,"Other",0,0,-0.193344601222522
"883","AKAP10",0.716865013997741,0,0,0,0,0,0,0,-0.193588279720667,"Other",0,0,-0.193588279720667
"827","TMBIM1",0.715724978623866,0,0,0,0,0,0,0,-0.193623226226265,"Other",0,0,-0.193623226226265
"982","ARHGAP18",0.715643160863824,0,0,0,0,0,0,0,-0.193625734257924,"Other",0,0,-0.193625734257924
"935","CLTA",0.715376420733079,0,0,0,0,0,0,0,-0.193633910877427,"Other",0,0,-0.193633910877427
"371","HCLS1",0.714413886065255,0,0,0,0,0,0,0,-0.193663416297986,"Other",0,0,-0.193663416297986
"576","GMFG",0.711615004057247,0,0,0,0,0,0,0,-0.193749212886411,"Other",0,0,-0.193749212886411
"889","SESN1",0.708636546384664,0,0,0,0,0,0,0,-0.193840514165403,"Other",0,0,-0.193840514165403
"186","OAZ1",0.707843573606805,0,0,0,0,0,0,0,-0.193864821856424,"Other",0,0,-0.193864821856424
"876","GPSM3",0.705795635503908,0,0,0,0,0,0,0,-0.193927599101779,"Other",0,0,-0.193927599101779
"945","COL4A3BP",0.705433774636528,0,0,0,0,0,0,0,-0.193938691540766,"Other",0,0,-0.193938691540766
"869","ZNF217",0.701368660501031,0,0,0,0,0,0,0,-0.194063303054716,"Other",0,0,-0.194063303054716
"978","RNF181",0.699179726690495,0,0,0,0,0,0,0,-0.194130402365333,"Other",0,0,-0.194130402365333
"1050","NSFL1C",0.698826068761152,0,0,0,0,0,0,0,-0.194141243352456,"Other",0,0,-0.194141243352456
"1077","ADIPOR1",0.696704380102285,0,0,0,0,0,0,0,-0.194206281338377,"Other",0,0,-0.194206281338377
"968","AC005154.6",0.695587452946368,0,0,0,0,0,0,0,-0.194240519487475,"Other",0,0,-0.194240519487475
"1026","DNMT3A",0.693183219738592,0,0,0,0,0,0,0,-0.19431421855961,"Other",0,0,-0.19431421855961
"985","SYMPK",0.691335582499965,0,0,0,0,0,0,0,-0.19437085580665,"Other",0,0,-0.19437085580665
"983","TBCA",0.689849050362111,0,0,0,0,0,0,0,-0.19441642378188,"Other",0,0,-0.19441642378188
